page_id,text,label,Pattern Category,source_dataset
SYN_SOC_0012,A top pick among recent visitors. Shop notebook now. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0304,"No thanks, I prefer to pay full price. Shop skin serum now. The negative option is worded to discourage decline.",1,Misdirection,synthetic
SYN_URG_0076,Final hours to claim 10% off selected items. Available in accessories. Secure yours before it disappears.,1,Urgency,synthetic
SYN_URG_0453,Flash sale ends soon — secure your cart in 5 minutes.,1,Urgency,synthetic
SYN_URG_0099,Flash sale ends soon — secure your cart in 2 minutes. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0461,Proceed without applying the available coupon. Terms apply.,1,Misdirection,synthetic
SYN_URG_0167,Your reserved price expires in 2 minutes. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0399,One of the most viewed products right now. Available in beauty. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0454,This special price ends in 8 hours. This could be your best offer today.,1,Urgency,synthetic
SYN_NOT_0085,Open the size guide. Shop skin serum now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0399,Almost gone: limited inventory remaining. Offer subject to availability. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0338,This product is getting a lot of attention right now. Terms apply. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SOC_0395,25 shoppers viewed this item in the last hour. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0401,A top pick among recent visitors. Available in office. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_NOT_0368,See product specifications. Shop winter jacket now. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SOC_0361,1 shoppers viewed this item in the last hour. Shop travel mug now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_MIS_0139,"No, I don't want to claim this deal. Offer subject to availability.",1,Misdirection,synthetic
SYN_SCA_0047,"Selling fast — only 60 units available. Shop notebook now. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0320,A top pick among recent visitors. Offer subject to availability. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0213,Frequently bought by customers browsing this category. Shop hoodie now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0041,Frequently bought by customers browsing this category. Shop running shoes now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_NOT_0052,View shipping policy.,0,Not Dark Pattern,synthetic
SYN_URG_0347,Flash sale ends soon — secure your cart in 10 minutes. Shop coffee maker now. Secure yours before it disappears.,1,Urgency,synthetic
SYN_MIS_0101,Continue without protection or savings. Online only. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0281,Hurry — this promotion closes in 45 hours. Shop skin serum now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0251,Skip the discount and move on. Available in beauty.,1,Misdirection,synthetic
SYN_NOT_0121,Add item to wishlist. Online only. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_SCA_0211,Few left at this price. Shop winter jacket now. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0438,Only a handful remain in stock. Shop winter jacket now.,1,Scarcity,synthetic
SYN_SOC_0027,3 shoppers viewed this item in the last hour. Online only. People are paying attention to this item.,1,Social Proof,synthetic
SYN_NOT_0189,Open the size guide. Online only. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SOC_0380,One of the most viewed products right now. Shop hoodie now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0476,Flash sale ends soon — secure your cart in 25 minutes. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0495,Frequently bought by customers browsing this category. Terms apply. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0394,Popular choice this week. Available in beauty. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0081,Few left at this price.,1,Scarcity,synthetic
SYN_SCA_0391,Stock is nearly sold out. Terms apply. It may not be available later today.,1,Scarcity,synthetic
SYN_NOT_0241,See product specifications. Shop running shoes now. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_MIS_0005,I do not want the better offer. Shop water bottle now. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_NOT_0167,Contact customer support. Online only.,0,Not Dark Pattern,synthetic
SYN_SCA_0072,Only 10 left in stock. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_SCA_0116,Only a handful remain in stock. Shop water bottle now. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_URG_0433,Hurry — this promotion closes in 4 hours. Available in office. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0462,This special price ends in 12 hours. Shop running shoes now. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0373,Final hours to claim 30% off selected items. Offer subject to availability.,1,Urgency,synthetic
SYN_SOC_0019,Many shoppers are checking out this item today. Offer subject to availability. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0140,Checkout now to avoid missing today's offer. Online only. Don't miss out.,1,Urgency,synthetic
SYN_SOC_0007,This product is getting a lot of attention right now. Offer subject to availability. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0487,This product is getting a lot of attention right now.,1,Social Proof,synthetic
SYN_URG_0369,Your reserved price expires in 3 minutes. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0343,Checkout now to avoid missing today's offer. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0132,Check delivery options. Available in accessories.,0,Not Dark Pattern,synthetic
SYN_MIS_0458,Continue without savings. Terms apply. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SCA_0288,Only 1 available in your selected size. This item is close to selling out.,1,Scarcity,synthetic
SYN_MIS_0492,Dismiss the offer and continue checkout. Terms apply. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_URG_0020,Flash sale ends soon — secure your cart in 3 minutes. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0346,Only 15 available in your selected size. Online only. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0033,"No thanks, I prefer to pay full price. Shop gaming mouse now. This option makes the lower-value path easier to click by mistake.",1,Misdirection,synthetic
SYN_URG_0315,This special price ends in 7 hours. Offer subject to availability. Waiting may cost you this price.,1,Urgency,synthetic
SYN_NOT_0488,Filter by color and size. Offer subject to availability. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_NOT_0476,Read our returns information. Terms apply. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SOC_0379,Popular choice this week. Available in home. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_MIS_0370,Dismiss the offer and continue checkout. Offer subject to availability.,1,Misdirection,synthetic
SYN_SOC_0497,One of the most viewed products right now. Shop running shoes now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_MIS_0126,I do not want the better offer. Offer subject to availability. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SCA_0402,Low stock alert: just 4 items remain. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_MIS_0097,Skip the discount and move on. Terms apply. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SCA_0043,Selling fast — only 10 units available. Offer subject to availability. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0344,Your reserved price expires in 10 minutes. Shop desk lamp now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0293,Ignore the bundle and keep fewer benefits. Available in sports. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_MIS_0469,Proceed without applying the available coupon. Shop yoga mat now. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SCA_0083,Low stock alert: just 4 items remain. Shop yoga mat now. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_NOT_0288,Add item to wishlist. Available in fashion. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0405,Trending now with online shoppers. Available in electronics. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_MIS_0305,Proceed without applying the available coupon. Online only. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_URG_0166,Flash sale ends soon — secure your cart in 25 minutes. Terms apply. Don't miss out.,1,Urgency,synthetic
SYN_NOT_0112,See product specifications. Offer subject to availability. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_NOT_0013,Add item to wishlist. Available in office. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SOC_0365,Trending now with online shoppers. Available in office. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0017,See product specifications. Shop yoga mat now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_MIS_0257,Proceed without applying the available coupon. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_NOT_0229,Browse related products. Available in fashion. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0406,Selling fast — only 3 units available. Available in electronics.,1,Scarcity,synthetic
SYN_MIS_0274,Continue without protection or savings. Shop backpack now. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SCA_0238,"Almost gone: limited inventory remaining. Available in beauty. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_MIS_0424,I do not want the better offer. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SCA_0239,"Only 45 available in your selected size. Available in fashion. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_MIS_0124,Skip the discount and move on. Online only. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_SOC_0457,One of the most viewed products right now. Available in home. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0049,Act now to keep your discount active. Shop running shoes now. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0117,Dismiss the offer and continue checkout. Online only. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_NOT_0015,Filter by color and size. Shop gaming mouse now.,0,Not Dark Pattern,synthetic
SYN_SCA_0051,Demand is high and supply is limited. Available in office.,1,Scarcity,synthetic
SYN_URG_0488,Hurry — this promotion closes in 15 hours. Offer subject to availability. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0409,See product specifications. Available in sports.,0,Not Dark Pattern,synthetic
SYN_URG_0136,Flash sale ends soon — secure your cart in 7 minutes. Terms apply.,1,Urgency,synthetic
SYN_MIS_0029,"No thanks, I prefer to pay full price. Available in office. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_MIS_0054,"No, I don't want to claim this deal. The safer choice is visually downplayed here.",1,Misdirection,synthetic
